gst_record_id,invoice_id,order_id,gst_type,return_period,gstin,taxable_value,igst,cgst,sgst,cess,total_tax,itc_eligible,itc_matched,filed_status
GST-0247-OUT,INV-0247,ORD-247,OUTPUT,2025-01,29ABCDE0247F1Z5,840.14,151.22,0,0,0,151.22,FALSE,,FILED
GST-0247-IN,INV-0247,ORD-247,INPUT,2025-01,29AAACR2288E1ZK,18.84,0,1.7,1.69,0,3.39,TRUE,TRUE,RECONCILED
GST-0248-OUT,INV-0248,ORD-248,OUTPUT,2025-01,29ABCDE0248F1Z5,253.39,0,22.8,22.81,0,45.61,FALSE,,FILED
GST-0248-IN,INV-0248,ORD-248,INPUT,2025-01,29AAACR2288E1ZK,1.2,0,0.11,0.11,0,0.22,TRUE,TRUE,RECONCILED
GST-0249-OUT,INV-0249,ORD-249,OUTPUT,2025-01,29ABCDE0249F1Z5,8778.25,0,790.04,790.04,0,1580.08,FALSE,,FILED
GST-0249-IN,INV-0249,ORD-249,INPUT,2025-01,29AAACR2288E1ZK,207.17,0,18.64,18.65,0,37.29,TRUE,TRUE,RECONCILED
GST-0250-OUT,INV-0250,ORD-250,OUTPUT,2025-01,29ABCDE0250F1Z5,458.06,0,41.23,41.22,0,82.45,FALSE,,FILED
GST-0250-IN,INV-0250,ORD-250,INPUT,2025-01,29AAACR2288E1ZK,10.81,0,0.97,0.98,0,1.95,TRUE,TRUE,RECONCILED
GST-0251-OUT,INV-0251,ORD-251,OUTPUT,2025-01,29ABCDE0251F1Z5,253.39,45.61,0,0,0,45.61,FALSE,,FILED
GST-0251-IN,INV-0251,ORD-251,INPUT,2025-01,29AAACR2288E1ZK,1.2,0,0.11,0.11,0,0.22,TRUE,TRUE,RECONCILED
GST-0252-OUT,INV-0252,ORD-252,OUTPUT,2025-01,29ABCDE0252F1Z5,2029.86,365.38,0,0,0,365.38,FALSE,,FILED
GST-0252-IN,INV-0252,ORD-252,INPUT,2025-01,29AAACR2288E1ZK,47.9,0,4.31,4.31,0,8.62,TRUE,TRUE,RECONCILED
GST-0253-OUT,INV-0253,ORD-253,OUTPUT,2025-01,29ABCDE0253F1Z5,747.55,0,67.28,67.28,0,134.56,FALSE,,FILED
GST-0253-IN,INV-0253,ORD-253,INPUT,2025-01,29AAACR2288E1ZK,17.64,0,1.59,1.59,0,3.18,TRUE,TRUE,RECONCILED
GST-0254-OUT,INV-0254,ORD-254,OUTPUT,2025-01,29ABCDE0254F1Z5,4640.63,835.31,0,0,0,835.31,FALSE,,FILED
GST-0254-IN,INV-0254,ORD-254,INPUT,2025-01,29AAACR2288E1ZK,109.52,0,9.86,9.85,0,19.71,TRUE,TRUE,RECONCILED
GST-0255-OUT,INV-0255,ORD-255,OUTPUT,2025-01,29ABCDE0255F1Z5,2021.53,363.88,0,0,0,363.88,FALSE,,FILED
GST-0255-IN,INV-0255,ORD-255,INPUT,2025-01,29AAACR2288E1ZK,9.54,0,0.86,0.86,0,1.72,TRUE,TRUE,RECONCILED
GST-0256-OUT,INV-0256,ORD-256,OUTPUT,2025-01,29ABCDE0256F1Z5,1972.23,355.0,0,0,0,355.0,FALSE,,FILED
GST-0256-IN,INV-0256,ORD-256,INPUT,2025-01,29AAACR2288E1ZK,46.54,0,4.19,4.19,0,8.38,TRUE,TRUE,RECONCILED
GST-0257-OUT,INV-0257,ORD-257,OUTPUT,2025-01,29ABCDE0257F1Z5,253.39,0,22.8,22.81,0,45.61,FALSE,,FILED
GST-0257-IN,INV-0257,ORD-257,INPUT,2025-01,29AAACR2288E1ZK,5.98,0,0.54,0.54,0,1.08,TRUE,TRUE,RECONCILED
GST-0258-OUT,INV-0258,ORD-258,OUTPUT,2025-01,29ABCDE0258F1Z5,740.72,133.33,0,0,0,133.33,FALSE,,FILED
GST-0258-IN,INV-0258,ORD-258,INPUT,2025-01,29AAACR2288E1ZK,3.5,0,0.32,0.31,0,0.63,TRUE,TRUE,RECONCILED
GST-0259-OUT,INV-0259,ORD-259,OUTPUT,2025-01,29ABCDE0259F1Z5,1289.52,0,116.06,116.05,0,232.11,FALSE,,FILED
GST-0259-IN,INV-0259,ORD-259,INPUT,2025-01,29AAACR2288E1ZK,12.0,0,1.08,1.08,0,2.16,TRUE,TRUE,RECONCILED
GST-0260-OUT,INV-0260,ORD-260,OUTPUT,2025-01,29ABCDE0260F1Z5,995.08,0,89.56,89.56,0,179.12,FALSE,,FILED
GST-0260-IN,INV-0260,ORD-260,INPUT,2025-01,29AAACR2288E1ZK,23.48,0,2.12,2.11,0,4.23,TRUE,TRUE,RECONCILED
GST-0261-OUT,INV-0261,ORD-261,OUTPUT,2025-01,29ABCDE0261F1Z5,1385.43,249.38,0,0,0,249.38,FALSE,,FILED
GST-0261-IN,INV-0261,ORD-261,INPUT,2025-01,29AAACR2288E1ZK,31.06,0,2.79,2.8,0,5.59,TRUE,TRUE,RECONCILED
GST-0262-OUT,INV-0262,ORD-262,OUTPUT,2025-01,29ABCDE0262F1Z5,3938.19,0,354.44,354.44,0,708.88,FALSE,,FILED
GST-0262-IN,INV-0262,ORD-262,INPUT,2025-01,29AAACR2288E1ZK,92.94,0,8.37,8.36,0,16.73,TRUE,TRUE,RECONCILED
GST-0263-OUT,INV-0263,ORD-263,OUTPUT,2025-01,29ABCDE0263F1Z5,376.69,0,33.9,33.9,0,67.8,FALSE,,FILED
GST-0263-IN,INV-0263,ORD-263,INPUT,2025-01,29AAACR2288E1ZK,8.89,0,0.8,0.8,0,1.6,TRUE,TRUE,RECONCILED
GST-0264-OUT,INV-0264,ORD-264,OUTPUT,2025-01,29ABCDE0264F1Z5,282.74,0,25.45,25.44,0,50.89,FALSE,,FILED
GST-0264-IN,INV-0264,ORD-264,INPUT,2025-01,29AAACR2288E1ZK,6.67,0,0.6,0.6,0,1.2,TRUE,TRUE,RECONCILED
GST-0265-OUT,INV-0265,ORD-265,OUTPUT,2025-01,29ABCDE0265F1Z5,1050.19,0,94.52,94.51,0,189.03,FALSE,,FILED
GST-0265-IN,INV-0265,ORD-265,INPUT,2025-01,29AAACR2288E1ZK,29.12,0,2.62,2.62,0,5.24,TRUE,TRUE,RECONCILED
GST-0266-OUT,INV-0266,ORD-266,OUTPUT,2025-01,29ABCDE0266F1Z5,435.03,0,39.15,39.15,0,78.3,FALSE,,FILED
GST-0266-IN,INV-0266,ORD-266,INPUT,2025-01,29AAACR2288E1ZK,10.27,0,0.93,0.92,0,1.85,TRUE,TRUE,RECONCILED
GST-0267-OUT,INV-0267,ORD-267,OUTPUT,2025-01,29ABCDE0267F1Z5,253.39,0,22.8,22.81,0,45.61,FALSE,,FILED
GST-0267-IN,INV-0267,ORD-267,INPUT,2025-01,29AAACR2288E1ZK,5.98,0,0.54,0.54,0,1.08,TRUE,TRUE,RECONCILED
GST-0268-OUT,INV-0268,ORD-268,OUTPUT,2025-01,29ABCDE0268F1Z5,2528.3,0,227.54,227.55,0,455.09,FALSE,,FILED
GST-0268-IN,INV-0268,ORD-268,INPUT,2025-01,29AAACR2288E1ZK,59.67,0,5.37,5.37,0,10.74,TRUE,TRUE,RECONCILED
GST-0269-OUT,INV-0269,ORD-269,OUTPUT,2025-01,29ABCDE0269F1Z5,288.73,0,25.98,25.99,0,51.97,FALSE,,FILED
GST-0269-IN,INV-0269,ORD-269,INPUT,2025-01,29AAACR2288E1ZK,6.81,0,0.61,0.62,0,1.23,TRUE,TRUE,RECONCILED
GST-0270-OUT,INV-0270,ORD-270,OUTPUT,2025-01,29ABCDE0270F1Z5,2077.38,0,186.97,186.96,0,373.93,FALSE,,FILED
GST-0270-IN,INV-0270,ORD-270,INPUT,2025-01,29AAACR2288E1ZK,49.03,0,4.42,4.41,0,8.83,TRUE,TRUE,RECONCILED
GST-0271-OUT,INV-0271,ORD-271,OUTPUT,2025-01,29ABCDE0271F1Z5,976.01,0,87.84,87.84,0,175.68,FALSE,,FILED
GST-0271-IN,INV-0271,ORD-271,INPUT,2025-01,29AAACR2288E1ZK,23.03,0,2.08,2.07,0,4.15,TRUE,TRUE,RECONCILED
GST-0272-OUT,INV-0272,ORD-272,OUTPUT,2025-01,29ABCDE0272F1Z5,626.51,0,56.38,56.39,0,112.77,FALSE,,FILED
GST-0272-IN,INV-0272,ORD-272,INPUT,2025-01,29AAACR2288E1ZK,2.96,0,0.27,0.26,0,0.53,TRUE,TRUE,RECONCILED
GST-0273-OUT,INV-0273,ORD-273,OUTPUT,2025-01,29ABCDE0273F1Z5,1600.66,0,144.06,144.06,0,288.12,FALSE,,FILED
GST-0273-IN,INV-0273,ORD-273,INPUT,2025-01,29AAACR2288E1ZK,7.56,0,0.68,0.68,0,1.36,TRUE,TRUE,RECONCILED
GST-0274-OUT,INV-0274,ORD-274,OUTPUT,2025-01,29ABCDE0274F1Z5,1101.27,0,99.11,99.12,0,198.23,FALSE,,FILED
GST-0274-IN,INV-0274,ORD-274,INPUT,2025-01,29AAACR2288E1ZK,25.99,0,2.34,2.34,0,4.68,TRUE,TRUE,RECONCILED
GST-0275-OUT,INV-0275,ORD-275,OUTPUT,2025-01,29ABCDE0275F1Z5,253.39,0,22.8,22.81,0,45.61,FALSE,,FILED
GST-0275-IN,INV-0275,ORD-275,INPUT,2025-01,29AAACR2288E1ZK,1.2,0,0.11,0.11,0,0.22,TRUE,TRUE,RECONCILED
GST-0276-OUT,INV-0276,ORD-276,OUTPUT,2025-01,29ABCDE0276F1Z5,715.88,0,64.43,64.43,0,128.86,FALSE,,FILED
GST-0276-IN,INV-0276,ORD-276,INPUT,2025-01,29AAACR2288E1ZK,3.38,0,0.3,0.31,0,0.61,TRUE,TRUE,RECONCILED
GST-0277-OUT,INV-0277,ORD-277,OUTPUT,2025-01,29ABCDE0277F1Z5,723.64,130.25,0,0,0,130.25,FALSE,,FILED
GST-0277-IN,INV-0277,ORD-277,INPUT,2025-01,29AAACR2288E1ZK,3.42,0,0.31,0.31,0,0.62,TRUE,TRUE,RECONCILED
GST-0278-OUT,INV-0278,ORD-278,OUTPUT,2025-01,29ABCDE0278F1Z5,1218.73,0,109.69,109.68,0,219.37,FALSE,,FILED
GST-0278-IN,INV-0278,ORD-278,INPUT,2025-01,29AAACR2288E1ZK,33.8,0,3.04,3.04,0,6.08,TRUE,TRUE,RECONCILED
GST-0279-OUT,INV-0279,ORD-279,OUTPUT,2025-01,29ABCDE0279F1Z5,2096.19,377.32,0,0,0,377.32,FALSE,,FILED
GST-0279-IN,INV-0279,ORD-279,INPUT,2025-01,29AAACR2288E1ZK,9.89,0,0.89,0.89,0,1.78,TRUE,TRUE,RECONCILED
GST-0280-OUT,INV-0280,ORD-280,OUTPUT,2025-01,29ABCDE0280F1Z5,512.81,92.3,0,0,0,92.3,FALSE,,FILED
GST-0280-IN,INV-0280,ORD-280,INPUT,2025-01,29AAACR2288E1ZK,12.1,0,1.09,1.09,0,2.18,TRUE,TRUE,RECONCILED
GST-0282-OUT,INV-0282,ORD-282,OUTPUT,2025-01,29ABCDE0282F1Z5,4697.84,845.61,0,0,0,845.61,FALSE,,FILED
GST-0282-IN,INV-0282,ORD-282,INPUT,2025-01,29AAACR2288E1ZK,110.87,0,9.98,9.98,0,19.96,TRUE,TRUE,RECONCILED
GST-0283-OUT,INV-0283,ORD-283,OUTPUT,2025-01,29ABCDE0283F1Z5,987.75,177.79,0,0,0,177.79,FALSE,,FILED
GST-0283-IN,INV-0283,ORD-283,INPUT,2025-01,29AAACR2288E1ZK,22.15,0,2.0,1.99,0,3.99,TRUE,TRUE,RECONCILED
GST-0284-OUT,INV-0284,ORD-284,OUTPUT,2025-01,29ABCDE0284F1Z5,465.27,83.75,0,0,0,83.75,FALSE,,FILED
GST-0284-IN,INV-0284,ORD-284,INPUT,2025-01,29AAACR2288E1ZK,12.0,0,1.08,1.08,0,2.16,TRUE,TRUE,RECONCILED
GST-0285-OUT,INV-0285,ORD-285,OUTPUT,2025-01,29ABCDE0285F1Z5,253.39,45.61,0,0,0,45.61,FALSE,,FILED
GST-0285-IN,INV-0285,ORD-285,INPUT,2025-01,29AAACR2288E1ZK,1.2,0,0.11,0.11,0,0.22,TRUE,TRUE,RECONCILED
GST-0286-OUT,INV-0286,ORD-286,OUTPUT,2025-01,29ABCDE0286F1Z5,6573.09,0,591.58,591.58,0,1183.16,FALSE,,FILED
GST-0286-IN,INV-0286,ORD-286,INPUT,2025-01,29AAACR2288E1ZK,12.0,0,1.08,1.08,0,2.16,TRUE,TRUE,RECONCILED
GST-0288-OUT,INV-0288,ORD-288,OUTPUT,2025-01,29ABCDE0288F1Z5,1377.3,0,123.95,123.96,0,247.91,FALSE,,FILED
GST-0288-IN,INV-0288,ORD-288,INPUT,2025-01,29AAACR2288E1ZK,32.5,0,2.92,2.93,0,5.85,TRUE,TRUE,RECONCILED
GST-0289-OUT,INV-0289,ORD-289,OUTPUT,2025-01,29ABCDE0289F1Z5,2484.43,447.2,0,0,0,447.2,FALSE,,FILED
GST-0289-IN,INV-0289,ORD-289,INPUT,2025-01,29AAACR2288E1ZK,58.63,0,5.28,5.27,0,10.55,TRUE,TRUE,RECONCILED
GST-0290-OUT,INV-0290,ORD-290,OUTPUT,2025-01,29ABCDE0290F1Z5,890.04,0,80.11,80.1,0,160.21,FALSE,,FILED
GST-0290-IN,INV-0290,ORD-290,INPUT,2025-01,29AAACR2288E1ZK,19.95,0,1.79,1.8,0,3.59,TRUE,TRUE,RECONCILED
GST-0291-OUT,INV-0291,ORD-291,OUTPUT,2025-01,29ABCDE0291F1Z5,1049.26,0,94.44,94.43,0,188.87,FALSE,,FILED
GST-0291-IN,INV-0291,ORD-291,INPUT,2025-01,29AAACR2288E1ZK,24.76,0,2.23,2.23,0,4.46,TRUE,TRUE,RECONCILED
GST-0292-OUT,INV-0292,ORD-292,OUTPUT,2025-01,29ABCDE0292F1Z5,1755.26,315.95,0,0,0,315.95,FALSE,,FILED
GST-0292-IN,INV-0292,ORD-292,INPUT,2025-01,29AAACR2288E1ZK,41.42,0,3.73,3.73,0,7.46,TRUE,TRUE,RECONCILED
GST-0293-OUT,INV-0293,ORD-293,OUTPUT,2025-01,29ABCDE0293F1Z5,406.81,0,36.62,36.61,0,73.23,FALSE,,FILED
GST-0293-IN,INV-0293,ORD-293,INPUT,2025-01,29AAACR2288E1ZK,9.12,0,0.82,0.82,0,1.64,TRUE,TRUE,RECONCILED
GST-0294-OUT,INV-0294,ORD-294,OUTPUT,2025-01,29ABCDE0294F1Z5,269.69,48.55,0,0,0,48.55,FALSE,,FILED
GST-0294-IN,INV-0294,ORD-294,INPUT,2025-01,29AAACR2288E1ZK,6.36,0,0.57,0.57,0,1.14,TRUE,TRUE,RECONCILED
GST-0295-OUT,INV-0295,ORD-295,OUTPUT,2025-01,29ABCDE0295F1Z5,985.53,0,88.69,88.7,0,177.39,FALSE,,FILED
GST-0295-IN,INV-0295,ORD-295,INPUT,2025-01,29AAACR2288E1ZK,4.65,0,0.42,0.42,0,0.84,TRUE,TRUE,RECONCILED
GST-0296-OUT,INV-0296,ORD-296,OUTPUT,2025-01,29ABCDE0296F1Z5,268.94,48.41,0,0,0,48.41,FALSE,,FILED
GST-0296-IN,INV-0296,ORD-296,INPUT,2025-01,29AAACR2288E1ZK,6.35,0,0.57,0.57,0,1.14,TRUE,TRUE,RECONCILED
GST-0297-OUT,INV-0297,ORD-297,OUTPUT,2025-01,29ABCDE0297F1Z5,396.53,0,35.69,35.69,0,71.38,FALSE,,FILED
GST-0297-IN,INV-0297,ORD-297,INPUT,2025-01,29AAACR2288E1ZK,11.0,0,0.99,0.99,0,1.98,TRUE,TRUE,RECONCILED
GST-0298-OUT,INV-0298,ORD-298,OUTPUT,2025-01,29ABCDE0298F1Z5,635.42,114.37,0,0,0,114.37,FALSE,,FILED
GST-0298-IN,INV-0298,ORD-298,INPUT,2025-01,29AAACR2288E1ZK,3.0,0,0.27,0.27,0,0.54,TRUE,TRUE,RECONCILED
GST-0299-OUT,INV-0299,ORD-299,OUTPUT,2025-01,29ABCDE0299F1Z5,571.59,0,51.45,51.44,0,102.89,FALSE,,FILED
GST-0299-IN,INV-0299,ORD-299,INPUT,2025-01,29AAACR2288E1ZK,12.0,0,1.08,1.08,0,2.16,TRUE,TRUE,RECONCILED
GST-0300-OUT,INV-0300,ORD-300,OUTPUT,2025-01,29ABCDE0300F1Z5,1706.52,0,153.59,153.58,0,307.17,FALSE,,FILED
GST-0300-IN,INV-0300,ORD-300,INPUT,2025-01,29AAACR2288E1ZK,40.27,0,3.62,3.63,0,7.25,TRUE,TRUE,RECONCILED
GST-0301-OUT,INV-0301,ORD-301,OUTPUT,2025-01,29ABCDE0301F1Z5,3922.7,706.09,0,0,0,706.09,FALSE,,FILED
GST-0301-IN,INV-0301,ORD-301,INPUT,2025-01,29AAACR2288E1ZK,92.58,0,8.33,8.33,0,16.66,TRUE,TRUE,RECONCILED
GST-0302-OUT,INV-0302,ORD-302,OUTPUT,2025-01,29ABCDE0302F1Z5,704.09,0,63.37,63.37,0,126.74,FALSE,,FILED
GST-0302-IN,INV-0302,ORD-302,INPUT,2025-01,29AAACR2288E1ZK,16.62,0,1.5,1.49,0,2.99,TRUE,TRUE,RECONCILED
GST-0303-OUT,INV-0303,ORD-303,OUTPUT,2025-01,29ABCDE0303F1Z5,1187.8,0,106.9,106.9,0,213.8,FALSE,,FILED
GST-0303-IN,INV-0303,ORD-303,INPUT,2025-01,29AAACR2288E1ZK,28.03,0,2.52,2.53,0,5.05,TRUE,TRUE,RECONCILED
GST-0304-OUT,INV-0304,ORD-304,OUTPUT,2025-01,29ABCDE0304F1Z5,461.51,83.07,0,0,0,83.07,FALSE,,FILED
GST-0304-IN,INV-0304,ORD-304,INPUT,2025-01,29AAACR2288E1ZK,10.89,0,0.98,0.98,0,1.96,TRUE,TRUE,RECONCILED
GST-0305-OUT,INV-0305,ORD-305,OUTPUT,2025-01,29ABCDE0305F1Z5,356.54,0,32.09,32.09,0,64.18,FALSE,,FILED
GST-0305-IN,INV-0305,ORD-305,INPUT,2025-01,29AAACR2288E1ZK,7.99,0,0.72,0.72,0,1.44,TRUE,TRUE,RECONCILED
GST-0306-OUT,INV-0306,ORD-306,OUTPUT,2025-01,29ABCDE0306F1Z5,253.39,0,22.8,22.81,0,45.61,FALSE,,FILED
GST-0306-IN,INV-0306,ORD-306,INPUT,2025-01,29AAACR2288E1ZK,5.98,0,0.54,0.54,0,1.08,TRUE,TRUE,RECONCILED
GST-0307-OUT,INV-0307,ORD-307,OUTPUT,2025-01,29ABCDE0307F1Z5,2052.35,0,184.71,184.71,0,369.42,FALSE,,FILED
GST-0307-IN,INV-0307,ORD-307,INPUT,2025-01,29AAACR2288E1ZK,12.0,0,1.08,1.08,0,2.16,TRUE,TRUE,RECONCILED
GST-0308-OUT,INV-0308,ORD-308,OUTPUT,2025-01,29ABCDE0308F1Z5,253.39,45.61,0,0,0,45.61,FALSE,,FILED
GST-0308-IN,INV-0308,ORD-308,INPUT,2025-01,29AAACR2288E1ZK,5.98,0,0.54,0.54,0,1.08,TRUE,TRUE,RECONCILED
GST-0309-OUT,INV-0309,ORD-309,OUTPUT,2025-01,29ABCDE0309F1Z5,587.58,0,52.88,52.88,0,105.76,FALSE,,FILED
GST-0309-IN,INV-0309,ORD-309,INPUT,2025-01,29AAACR2288E1ZK,12.0,0,1.08,1.08,0,2.16,TRUE,TRUE,RECONCILED
GST-0310-OUT,INV-0310,ORD-310,OUTPUT,2025-01,29ABCDE0310F1Z5,1188.69,213.96,0,0,0,213.96,FALSE,,FILED
GST-0310-IN,INV-0310,ORD-310,INPUT,2025-01,29AAACR2288E1ZK,5.61,0,0.51,0.5,0,1.01,TRUE,TRUE,RECONCILED
GST-0311-OUT,INV-0311,ORD-311,OUTPUT,2025-01,29ABCDE0311F1Z5,355.17,63.93,0,0,0,63.93,FALSE,,FILED
GST-0311-IN,INV-0311,ORD-311,INPUT,2025-01,29AAACR2288E1ZK,8.38,0,0.76,0.75,0,1.51,TRUE,TRUE,RECONCILED
GST-0312-OUT,INV-0312,ORD-312,OUTPUT,2025-01,29ABCDE0312F1Z5,897.27,0,80.75,80.76,0,161.51,FALSE,,FILED
GST-0312-IN,INV-0312,ORD-312,INPUT,2025-01,29AAACR2288E1ZK,4.24,0,0.38,0.38,0,0.76,TRUE,TRUE,RECONCILED
GST-0313-OUT,INV-0313,ORD-313,OUTPUT,2025-01,29ABCDE0313F1Z5,253.39,0,22.8,22.81,0,45.61,FALSE,,FILED
GST-0313-IN,INV-0313,ORD-313,INPUT,2025-01,29AAACR2288E1ZK,3.59,0,0.33,0.32,0,0.65,TRUE,TRUE,RECONCILED
GST-0314-OUT,INV-0314,ORD-314,OUTPUT,2025-01,29ABCDE0314F1Z5,1818.82,0,163.69,163.7,0,327.39,FALSE,,FILED
GST-0314-IN,INV-0314,ORD-314,INPUT,2025-01,29AAACR2288E1ZK,8.58,0,0.77,0.77,0,1.54,TRUE,TRUE,RECONCILED
GST-0315-OUT,INV-0315,ORD-315,OUTPUT,2025-01,29ABCDE0315F1Z5,1338.78,240.98,0,0,0,240.98,FALSE,,FILED
GST-0315-IN,INV-0315,ORD-315,INPUT,2025-01,29AAACR2288E1ZK,31.6,0,2.85,2.84,0,5.69,TRUE,TRUE,RECONCILED
GST-0316-OUT,INV-0316,ORD-316,OUTPUT,2025-01,29ABCDE0316F1Z5,5858.74,1054.57,0,0,0,1054.57,FALSE,,FILED
GST-0316-IN,INV-0316,ORD-316,INPUT,2025-01,29AAACR2288E1ZK,27.65,0,2.49,2.49,0,4.98,TRUE,TRUE,RECONCILED
GST-0317-OUT,INV-0317,ORD-317,OUTPUT,2025-01,29ABCDE0317F1Z5,648.98,116.82,0,0,0,116.82,FALSE,,FILED
GST-0317-IN,INV-0317,ORD-317,INPUT,2025-01,29AAACR2288E1ZK,3.06,0,0.28,0.27,0,0.55,TRUE,TRUE,RECONCILED
GST-0318-OUT,INV-0318,ORD-318,OUTPUT,2025-01,29ABCDE0318F1Z5,2111.58,0,190.04,190.05,0,380.09,FALSE,,FILED
GST-0318-IN,INV-0318,ORD-318,INPUT,2025-01,29AAACR2288E1ZK,49.83,0,4.49,4.48,0,8.97,TRUE,TRUE,RECONCILED
GST-0319-OUT,INV-0319,ORD-319,OUTPUT,2025-01,29ABCDE0319F1Z5,253.39,0,22.8,22.81,0,45.61,FALSE,,FILED
GST-0319-IN,INV-0319,ORD-319,INPUT,2025-01,29AAACR2288E1ZK,1.2,0,0.11,0.11,0,0.22,TRUE,TRUE,RECONCILED
GST-0320-OUT,INV-0320,ORD-320,OUTPUT,2025-01,29ABCDE0320F1Z5,1587.65,0,142.89,142.89,0,285.78,FALSE,,FILED
GST-0320-IN,INV-0320,ORD-320,INPUT,2025-01,29AAACR2288E1ZK,37.47,0,3.37,3.37,0,6.74,TRUE,TRUE,RECONCILED
GST-0321-OUT,INV-0321,ORD-321,OUTPUT,2025-01,29ABCDE0321F1Z5,253.39,45.61,0,0,0,45.61,FALSE,,FILED
GST-0321-IN,INV-0321,ORD-321,INPUT,2025-01,29AAACR2288E1ZK,12.0,0,1.08,1.08,0,2.16,TRUE,TRUE,RECONCILED
GST-0322-OUT,INV-0322,ORD-322,OUTPUT,2025-01,29ABCDE0322F1Z5,794.04,0,71.47,71.46,0,142.93,FALSE,,FILED
GST-0322-IN,INV-0322,ORD-322,INPUT,2025-01,29AAACR2288E1ZK,3.75,0,0.34,0.33,0,0.67,TRUE,TRUE,RECONCILED
GST-0323-OUT,INV-0323,ORD-323,OUTPUT,2025-01,29ABCDE0323F1Z5,892.03,160.57,0,0,0,160.57,FALSE,,FILED
GST-0323-IN,INV-0323,ORD-323,INPUT,2025-01,29AAACR2288E1ZK,4.21,0,0.38,0.38,0,0.76,TRUE,TRUE,RECONCILED
GST-0324-OUT,INV-0324,ORD-324,OUTPUT,2025-01,29ABCDE0324F1Z5,364.87,65.68,0,0,0,65.68,FALSE,,FILED
GST-0324-IN,INV-0324,ORD-324,INPUT,2025-01,29AAACR2288E1ZK,8.61,0,0.78,0.77,0,1.55,TRUE,TRUE,RECONCILED
GST-0325-OUT,INV-0325,ORD-325,OUTPUT,2025-01,29ABCDE0325F1Z5,688.65,123.96,0,0,0,123.96,FALSE,,FILED
GST-0325-IN,INV-0325,ORD-325,INPUT,2025-01,29AAACR2288E1ZK,3.25,0,0.29,0.29,0,0.58,TRUE,TRUE,RECONCILED
GST-0326-OUT,INV-0326,ORD-326,OUTPUT,2025-01,29ABCDE0326F1Z5,253.39,0,22.8,22.81,0,45.61,FALSE,,FILED
GST-0326-IN,INV-0326,ORD-326,INPUT,2025-01,29AAACR2288E1ZK,5.98,0,0.54,0.54,0,1.08,TRUE,TRUE,RECONCILED
GST-0327-OUT,INV-0327,ORD-327,OUTPUT,2025-01,29ABCDE0327F1Z5,533.14,0,47.98,47.98,0,95.96,FALSE,,FILED
GST-0327-IN,INV-0327,ORD-327,INPUT,2025-01,29AAACR2288E1ZK,12.58,0,1.13,1.13,0,2.26,TRUE,TRUE,RECONCILED
GST-0328-OUT,INV-0328,ORD-328,OUTPUT,2025-01,29ABCDE0328F1Z5,413.93,0,37.26,37.25,0,74.51,FALSE,,FILED
GST-0328-IN,INV-0328,ORD-328,INPUT,2025-01,29AAACR2288E1ZK,9.77,0,0.88,0.88,0,1.76,TRUE,TRUE,RECONCILED
GST-0329-OUT,INV-0329,ORD-329,OUTPUT,2025-01,29ABCDE0329F1Z5,455.47,0,40.99,40.99,0,81.98,FALSE,,FILED
GST-0329-IN,INV-0329,ORD-329,INPUT,2025-01,29AAACR2288E1ZK,2.15,0,0.2,0.19,0,0.39,TRUE,TRUE,RECONCILED
GST-0330-OUT,INV-0330,ORD-330,OUTPUT,2025-01,29ABCDE0330F1Z5,473.14,0,42.58,42.58,0,85.16,FALSE,,FILED
GST-0330-IN,INV-0330,ORD-330,INPUT,2025-01,29AAACR2288E1ZK,2.23,0,0.2,0.2,0,0.4,TRUE,TRUE,RECONCILED
GST-0331-OUT,INV-0331,ORD-331,OUTPUT,2025-02,29ABCDE0331F1Z5,3291.53,0,296.24,296.24,0,592.48,FALSE,,FILED
GST-0331-IN,INV-0331,ORD-331,INPUT,2025-02,29AAACR2288E1ZK,15.54,0,1.4,1.4,0,2.8,TRUE,TRUE,RECONCILED
GST-0332-OUT,INV-0332,ORD-332,OUTPUT,2025-02,29ABCDE0332F1Z5,503.57,0,45.32,45.32,0,90.64,FALSE,,FILED
GST-0332-IN,INV-0332,ORD-332,INPUT,2025-02,29AAACR2288E1ZK,11.88,0,1.07,1.07,0,2.14,TRUE,TRUE,RECONCILED
GST-0333-OUT,INV-0333,ORD-333,OUTPUT,2025-02,29ABCDE0333F1Z5,1735.91,0,156.23,156.23,0,312.46,FALSE,,FILED
GST-0333-IN,INV-0333,ORD-333,INPUT,2025-02,29AAACR2288E1ZK,8.19,0,0.73,0.74,0,1.47,TRUE,TRUE,RECONCILED
GST-0334-OUT,INV-0334,ORD-334,OUTPUT,2025-02,29ABCDE0334F1Z5,4741.51,0,426.74,426.73,0,853.47,FALSE,,FILED
GST-0334-IN,INV-0334,ORD-334,INPUT,2025-02,29AAACR2288E1ZK,111.9,0,10.07,10.07,0,20.14,TRUE,TRUE,RECONCILED
GST-0335-OUT,INV-0335,ORD-335,OUTPUT,2025-02,29ABCDE0335F1Z5,5870.86,1056.76,0,0,0,1056.76,FALSE,,FILED
GST-0335-IN,INV-0335,ORD-335,INPUT,2025-02,29AAACR2288E1ZK,12.0,0,1.08,1.08,0,2.16,TRUE,TRUE,RECONCILED
GST-0336-OUT,INV-0336,ORD-336,OUTPUT,2025-02,29ABCDE0336F1Z5,309.99,0,27.9,27.9,0,55.8,FALSE,,FILED
